"Data from Richmond MathScience Innovation Center (37.55652, -77.40027)
* Davis data from 11/2 on may be off by one hour; daylight savings time doesn't appear to have been accounted for when the data was downloaded from Davis (weatherlink.com)",,,,,
"DEQ Date & Time
(UTC)","DEQ PM2.5
(ug/m^3)","Davis Date & Time*
(UTC)","Davis PM2.5
(ug/m^3)","PurpleAir Date & Time 
(UTC)","PurpleAir PM2.5
CORRECTED
(ug/m^3)"
7/1/2025 6:00:00,8.3,7/1/2025 6:00:00,5.5,7/1/2025 6:02:34,2.02
7/1/2025 7:00:00,8.1,7/1/2025 7:00:00,4.8,7/1/2025 7:02:34,1.63
7/1/2025 8:00:00,8,7/1/2025 8:00:00,4.0,7/1/2025 8:02:35,1.27
7/1/2025 9:00:00,7.9,7/1/2025 9:00:00,4.0,7/1/2025 9:02:35,0.90
7/1/2025 10:00:00,7.8,7/1/2025 10:00:00,4.5,7/1/2025 10:02:36,0.85
7/1/2025 11:00:00,7.8,7/1/2025 11:00:00,5.3,7/1/2025 11:02:37,1.51
7/1/2025 12:00:00,7.4,7/1/2025 12:00:00,7.0,7/1/2025 12:02:37,3.06
7/1/2025 13:00:00,7.6,7/1/2025 13:00:00,9.5,7/1/2025 13:02:38,5.30
7/1/2025 14:00:00,7.5,7/1/2025 14:00:00,11.3,7/1/2025 14:00:38,6.83
7/1/2025 15:00:00,7.6,7/1/2025 15:00:00,13.3,7/1/2025 15:00:39,7.63
7/1/2025 16:00:00,7.6,7/1/2025 16:00:00,14.5,7/1/2025 16:00:40,8.84
7/1/2025 17:00:00,7.7,7/1/2025 17:00:00,15.8,7/1/2025 17:00:40,9.25
7/1/2025 18:00:00,7.8,7/1/2025 18:00:00,16.3,7/1/2025 18:02:41,9.18
7/1/2025 19:00:00,7.4,7/1/2025 19:00:00,15.0,7/1/2025 19:00:41,8.77
7/1/2025 20:00:00,6.6,7/1/2025 20:00:00,14.8,7/1/2025 20:02:42,8.03
7/1/2025 21:00:00,7.9,7/1/2025 21:00:00,18.3,7/1/2025 21:02:43,9.47
7/1/2025 22:00:00,6.3,7/1/2025 22:00:00,16.0,7/1/2025 22:00:43,4.27
7/1/2025 23:00:00,6.3,7/1/2025 23:00:00,11.8,7/1/2025 23:00:44,4.19
7/2/2025 0:00:00,4.7,7/2/2025 0:00:00,9.8,7/2/2025 0:00:45,2.16
7/2/2025 1:00:00,3.5,7/2/2025 1:00:00,3.3,7/2/2025 1:00:45,-0.36
7/2/2025 2:00:00,3.5,7/2/2025 2:00:00,2.0,7/2/2025 2:00:46,-0.77
7/2/2025 3:00:00,3.5,7/2/2025 3:00:00,2.8,7/2/2025 3:00:46,-0.34
7/2/2025 4:00:00,3.5,7/2/2025 4:00:00,2.5,7/2/2025 4:00:47,-0.39
7/2/2025 5:00:00,4,7/2/2025 5:00:00,4.8,7/2/2025 5:04:48,0.99
7/2/2025 6:00:00,4.7,7/2/2025 6:00:00,7.0,7/2/2025 6:00:48,1.84
7/2/2025 7:00:00,5.1,7/2/2025 7:00:00,8.5,7/2/2025 7:00:49,2.46
7/2/2025 8:00:00,5.5,7/2/2025 8:00:00,9.5,7/2/2025 8:00:50,3.05
7/2/2025 9:00:00,5.5,7/2/2025 9:00:00,8.5,7/2/2025 9:00:50,2.78
7/2/2025 10:00:00,5.3,7/2/2025 10:00:00,7.8,7/2/2025 10:00:50,2.31
7/2/2025 11:00:00,4.3,7/2/2025 11:00:00,6.8,7/2/2025 11:00:51,1.30
7/2/2025 12:00:00,3.9,7/2/2025 12:00:00,4.8,7/2/2025 12:00:51,0.60
7/2/2025 13:00:00,3.6,7/2/2025 13:00:00,4.0,7/2/2025 13:00:52,0.27
7/2/2025 14:00:00,2,7/2/2025 14:00:00,1.0,7/2/2025 14:00:53,-1.95
7/2/2025 15:00:00,2.9,7/2/2025 15:00:00,1.3,7/2/2025 15:00:54,-0.91
7/2/2025 16:00:00,3.4,7/2/2025 16:00:00,3.8,7/2/2025 16:00:54,0.33
7/2/2025 17:00:00,3.8,7/2/2025 17:00:00,5.8,7/2/2025 17:00:55,1.73
7/2/2025 18:00:00,3.7,7/2/2025 18:00:00,6.8,7/2/2025 18:00:58,2.68
7/2/2025 19:00:00,3.2,7/2/2025 19:00:00,3.8,7/2/2025 19:02:59,3.50
7/2/2025 20:00:00,3.6,7/2/2025 20:00:00,3.3,7/2/2025 20:01:00,4.02
7/2/2025 21:00:00,3.7,7/2/2025 21:00:00,4.5,7/2/2025 21:01:01,3.64
7/2/2025 22:00:00,3.9,7/2/2025 22:00:00,5.3,7/2/2025 22:01:02,3.48
7/2/2025 23:00:00,4.2,7/2/2025 23:00:00,5.8,7/2/2025 23:01:03,3.46
7/3/2025 0:00:00,4.1,7/3/2025 0:00:00,6.0,7/3/2025 0:01:07,1.98
7/3/2025 1:00:00,4.6,7/3/2025 1:00:00,6.3,7/3/2025 1:01:05,1.78
7/3/2025 2:00:00,5.2,7/3/2025 2:00:00,10.0,7/3/2025 2:01:06,3.67
7/3/2025 3:00:00,5.1,7/3/2025 3:00:00,10.3,7/3/2025 3:01:06,3.50
7/3/2025 4:00:00,4.8,7/3/2025 4:00:00,10.5,7/3/2025 4:01:07,3.05
7/3/2025 5:00:00,5.3,7/3/2025 5:00:00,10.0,7/3/2025 5:03:08,3.55
7/3/2025 6:00:00,5.4,7/3/2025 6:00:00,11.0,7/3/2025 6:01:08,3.59
7/3/2025 7:00:00,5.9,7/3/2025 7:00:00,10.3,7/3/2025 7:01:09,3.84
7/3/2025 8:00:00,6.1,7/3/2025 8:00:00,11.8,7/3/2025 8:01:09,3.97
7/3/2025 9:00:00,6.2,7/3/2025 9:00:00,10.0,7/3/2025 9:01:10,3.03
7/3/2025 10:00:00,6.2,7/3/2025 10:00:00,9.0,7/3/2025 10:01:10,2.79
7/3/2025 11:00:00,5.2,7/3/2025 11:00:00,8.5,7/3/2025 11:01:11,2.81
7/3/2025 12:00:00,5.5,7/3/2025 12:00:00,7.5,7/3/2025 12:01:12,4.68
7/3/2025 13:00:00,7.4,7/3/2025 13:00:00,10.3,7/3/2025 13:01:12,7.25
7/3/2025 14:00:00,8.5,7/3/2025 14:00:00,11.5,7/3/2025 14:01:13,8.63
7/3/2025 15:00:00,9.2,7/3/2025 15:00:00,12.5,7/3/2025 15:01:13,9.49
7/3/2025 16:00:00,9.2,7/3/2025 16:00:00,13.8,7/3/2025 16:01:14,9.79
7/3/2025 17:00:00,9.9,7/3/2025 17:00:00,13.5,7/3/2025 17:01:14,9.95
7/3/2025 18:00:00,10.2,7/3/2025 18:00:00,13.3,7/3/2025 18:01:15,9.64
7/3/2025 19:00:00,9.3,7/3/2025 19:00:00,10.8,7/3/2025 19:01:16,8.92
7/3/2025 20:00:00,9.3,7/3/2025 20:00:00,10.5,7/3/2025 20:01:17,8.97
7/3/2025 21:00:00,10.1,7/3/2025 21:00:00,13.8,7/3/2025 21:01:17,9.69
7/3/2025 22:00:00,10,7/3/2025 22:00:00,12.8,7/3/2025 22:01:22,9.32
7/3/2025 23:00:00,9.4,7/3/2025 23:00:00,12.0,7/3/2025 23:01:21,9.15
7/4/2025 0:00:00,9.7,7/4/2025 0:00:00,13.0,7/4/2025 0:01:27,8.56
7/4/2025 1:00:00,10.9,7/4/2025 1:00:00,16.8,7/4/2025 1:01:24,8.52
7/4/2025 2:00:00,13.8,7/4/2025 2:00:00,22.0,7/4/2025 2:01:24,10.54
7/4/2025 3:00:00,17.2,7/4/2025 3:00:00,30.0,7/4/2025 3:01:25,14.34
7/4/2025 4:00:00,16,7/4/2025 4:00:00,30.8,7/4/2025 4:01:25,13.29
7/4/2025 5:00:00,16.7,7/4/2025 5:00:00,31.8,7/4/2025 5:03:26,14.58
7/4/2025 6:00:00,16,7/4/2025 6:00:00,31.5,7/4/2025 6:01:27,13.14
7/4/2025 7:00:00,13.7,7/4/2025 7:00:00,28.8,7/4/2025 7:01:27,10.91
7/4/2025 8:00:00,11.9,7/4/2025 8:00:00,19.5,7/4/2025 8:01:28,7.32
7/4/2025 9:00:00,12.1,7/4/2025 9:00:00,18.3,7/4/2025 9:01:28,7.31
7/4/2025 10:00:00,12.4,7/4/2025 10:00:00,19.3,7/4/2025 10:01:29,7.84
7/4/2025 11:00:00,12.5,7/4/2025 11:00:00,19.8,7/4/2025 11:01:30,8.49
7/4/2025 12:00:00,13.4,7/4/2025 12:00:00,19.5,7/4/2025 12:01:30,10.35
7/4/2025 13:00:00,15,7/4/2025 13:00:00,20.5,7/4/2025 13:03:31,12.33
7/4/2025 14:00:00,15.2,7/4/2025 14:00:00,21.3,7/4/2025 14:01:32,12.91
7/4/2025 15:00:00,14.8,7/4/2025 15:00:00,19.8,7/4/2025 15:01:32,12.97
7/4/2025 16:00:00,14.3,7/4/2025 16:00:00,19.3,7/4/2025 16:01:33,12.86
7/4/2025 17:00:00,14.7,7/4/2025 17:00:00,20.0,7/4/2025 17:01:33,13.20
7/4/2025 18:00:00,15.1,7/4/2025 18:00:00,20.3,7/4/2025 18:01:34,13.89
7/4/2025 19:00:00,16.3,7/4/2025 19:00:00,22.3,7/4/2025 19:01:35,14.66
7/4/2025 20:00:00,16,7/4/2025 20:00:00,22.3,7/4/2025 20:01:35,14.49
7/4/2025 21:00:00,16.2,7/4/2025 21:00:00,21.8,7/4/2025 21:01:36,14.36
7/4/2025 22:00:00,16.3,7/4/2025 22:00:00,23.0,7/4/2025 22:01:37,14.79
7/4/2025 23:00:00,16,7/4/2025 23:00:00,22.3,7/4/2025 23:01:37,14.54
7/5/2025 0:00:00,19.5,7/5/2025 0:00:00,25.8,7/5/2025 0:01:38,16.25
7/5/2025 1:00:00,44.2,7/5/2025 1:00:00,41.5,7/5/2025 1:01:38,34.34
7/5/2025 2:00:00,69.9,7/5/2025 2:00:00,75.0,7/5/2025 2:01:39,54.07
7/5/2025 3:00:00,71.4,7/5/2025 3:00:00,85.5,7/5/2025 3:01:39,63.48
7/5/2025 4:00:00,54.9,7/5/2025 4:00:00,78.3,7/5/2025 4:01:40,51.68
7/5/2025 5:00:00,52.8,7/5/2025 5:00:00,73.5,7/5/2025 5:03:41,50.63
7/5/2025 6:00:00,33.4,7/5/2025 6:00:00,50.8,7/5/2025 6:01:41,32.07
7/5/2025 7:00:00,28.3,7/5/2025 7:00:00,45.3,7/5/2025 7:01:42,29.92
7/5/2025 8:00:00,30.3,7/5/2025 8:00:00,48.8,7/5/2025 8:01:42,33.50
7/5/2025 9:00:00,25.9,7/5/2025 9:00:00,45.0,7/5/2025 9:01:43,27.69
7/5/2025 10:00:00,23.6,7/5/2025 10:00:00,42.5,7/5/2025 10:01:43,24.57
7/5/2025 11:00:00,20.3,7/5/2025 11:00:00,38.8,7/5/2025 11:01:44,18.71
7/5/2025 12:00:00,17.9,7/5/2025 12:00:00,30.0,7/5/2025 12:01:45,14.89
7/5/2025 13:00:00,18,7/5/2025 13:00:00,25.5,7/5/2025 13:01:45,14.71
7/5/2025 14:00:00,16.2,7/5/2025 14:00:00,23.0,7/5/2025 14:03:46,14.30
7/5/2025 15:00:00,15,7/5/2025 15:00:00,22.5,7/5/2025 15:01:47,13.78
7/5/2025 16:00:00,14.8,7/5/2025 16:00:00,20.5,7/5/2025 16:01:47,13.81
7/5/2025 17:00:00,15.3,7/5/2025 17:00:00,21.5,7/5/2025 17:01:48,14.10
7/5/2025 18:00:00,15.5,7/5/2025 18:00:00,21.8,7/5/2025 18:01:48,14.33
7/5/2025 19:00:00,14.8,7/5/2025 19:00:00,21.0,7/5/2025 19:01:49,13.68
7/5/2025 20:00:00,14.9,7/5/2025 20:00:00,20.0,7/5/2025 20:01:50,13.96
7/5/2025 21:00:00,15.1,7/5/2025 21:00:00,21.3,7/5/2025 21:01:50,14.29
7/5/2025 22:00:00,15.1,7/5/2025 22:00:00,20.5,7/5/2025 22:01:51,13.90
7/5/2025 23:00:00,14.2,7/5/2025 23:00:00,20.5,7/5/2025 23:01:52,12.94
7/6/2025 0:00:00,14.1,7/6/2025 0:00:00,20.3,7/6/2025 0:01:52,12.18
7/6/2025 1:00:00,13.9,7/6/2025 1:00:00,20.8,7/6/2025 1:01:53,11.68
7/6/2025 2:00:00,15.6,7/6/2025 2:00:00,22.8,7/6/2025 2:01:53,12.60
7/6/2025 3:00:00,12.9,7/6/2025 3:00:00,20.0,7/6/2025 3:01:54,9.76
7/6/2025 4:00:00,11,7/6/2025 4:00:00,16.0,7/6/2025 4:01:55,7.80
7/6/2025 5:00:00,10.5,7/6/2025 5:00:00,15.3,7/6/2025 5:03:55,6.75
7/6/2025 6:00:00,10.9,7/6/2025 6:00:00,15.5,7/6/2025 6:01:56,6.78
7/6/2025 7:00:00,11.4,7/6/2025 7:00:00,17.0,7/6/2025 7:01:56,6.86
7/6/2025 8:00:00,11.8,7/6/2025 8:00:00,17.8,7/6/2025 8:01:57,6.94
7/6/2025 9:00:00,11.7,7/6/2025 9:00:00,18.5,7/6/2025 9:01:58,7.25
7/6/2025 10:00:00,11.6,7/6/2025 10:00:00,19.0,7/6/2025 10:01:59,7.44
7/6/2025 11:00:00,11.9,7/6/2025 11:00:00,20.3,7/6/2025 11:01:59,8.41
7/6/2025 12:00:00,10.4,7/6/2025 12:00:00,17.8,7/6/2025 12:02:00,7.72
7/6/2025 13:00:00,8,7/6/2025 13:00:00,11.8,7/6/2025 13:02:01,6.40
7/6/2025 14:00:00,6.5,7/6/2025 14:00:00,7.8,7/6/2025 14:02:01,4.61
7/6/2025 15:00:00,5.9,7/6/2025 15:00:00,8.0,7/6/2025 15:02:02,3.98
7/6/2025 16:00:00,5,7/6/2025 16:00:00,4.8,7/6/2025 16:02:02,3.68
7/6/2025 17:00:00,4.1,7/6/2025 17:00:00,4.3,7/6/2025 17:04:03,1.02
7/6/2025 18:00:00,3.9,7/6/2025 18:00:00,2.3,7/6/2025 18:02:03,1.77
7/6/2025 19:00:00,4.4,7/6/2025 19:00:00,2.0,7/6/2025 19:02:04,0.33
7/6/2025 20:00:00,4.7,7/6/2025 20:00:00,2.8,7/6/2025 20:02:05,0.04
7/6/2025 21:00:00,4.8,7/6/2025 21:00:00,3.0,7/6/2025 21:02:06,0.00
7/6/2025 22:00:00,5,7/6/2025 22:00:00,3.3,7/6/2025 22:02:07,0.07
7/6/2025 23:00:00,4.7,7/6/2025 23:00:00,2.5,7/6/2025 23:02:07,-0.18
7/7/2025 0:00:00,5.7,7/7/2025 0:00:00,4.0,7/7/2025 0:02:08,0.68
7/7/2025 1:00:00,6.6,7/7/2025 1:00:00,5.8,7/7/2025 1:02:08,1.64
7/7/2025 2:00:00,7.4,7/7/2025 2:00:00,6.5,7/7/2025 2:02:09,2.08
7/7/2025 3:00:00,7.8,7/7/2025 3:00:00,7.8,7/7/2025 3:04:10,2.40
7/7/2025 4:00:00,7.5,7/7/2025 4:00:00,7.0,7/7/2025 4:02:10,2.00
7/7/2025 5:00:00,7.7,7/7/2025 5:00:00,6.8,7/7/2025 5:04:11,2.10
7/7/2025 6:00:00,7.4,7/7/2025 6:00:00,5.8,7/7/2025 6:02:12,1.41
7/7/2025 7:00:00,7,7/7/2025 7:00:00,5.3,7/7/2025 7:02:12,1.12
7/7/2025 8:00:00,4.5,7/7/2025 8:00:00,3.5,7/7/2025 8:02:12,-0.57
7/7/2025 9:00:00,3.4,7/7/2025 9:00:00,0.8,7/7/2025 9:02:13,-1.05
7/7/2025 10:00:00,3.5,7/7/2025 10:00:00,1.8,7/7/2025 10:02:14,-0.70
7/7/2025 11:00:00,3.3,7/7/2025 11:00:00,2.0,7/7/2025 11:02:14,-0.88
7/7/2025 12:00:00,2.7,7/7/2025 12:00:00,1.0,7/7/2025 12:02:15,-1.27
7/7/2025 13:00:00,2.2,7/7/2025 13:00:00,0.0,7/7/2025 13:00:00,
7/7/2025 14:00:00,2.4,7/7/2025 14:00:00,0.5,7/7/2025 14:00:00,
7/7/2025 15:00:00,2.9,7/7/2025 15:00:00,1.8,7/7/2025 15:02:17,0.17
7/7/2025 16:00:00,3.2,7/7/2025 16:00:00,3.0,7/7/2025 16:02:17,-0.10
7/7/2025 17:00:00,4,7/7/2025 17:00:00,2.5,7/7/2025 17:02:18,0.86
7/7/2025 18:00:00,4.7,7/7/2025 18:00:00,4.5,7/7/2025 18:02:18,3.14
7/7/2025 19:00:00,5.4,7/7/2025 19:00:00,4.8,7/7/2025 19:02:19,5.19
7/7/2025 20:00:00,6.4,7/7/2025 20:00:00,8.3,7/7/2025 20:06:20,6.54
7/7/2025 21:00:00,7.2,7/7/2025 21:00:00,9.8,7/7/2025 21:02:20,7.39
7/7/2025 22:00:00,7.4,7/7/2025 22:00:00,11.0,7/7/2025 22:02:21,7.72
7/7/2025 23:00:00,7.5,7/7/2025 23:00:00,12.8,7/7/2025 23:02:22,7.80
7/8/2025 0:00:00,7.6,7/8/2025 0:00:00,14.8,7/8/2025 0:02:22,7.34
7/8/2025 1:00:00,8.6,7/8/2025 1:00:00,18.3,7/8/2025 1:02:23,8.22
7/8/2025 2:00:00,9.7,7/8/2025 2:00:00,19.5,7/8/2025 2:02:23,8.52
7/8/2025 3:00:00,10,7/8/2025 3:00:00,18.3,7/8/2025 3:02:24,8.98
7/8/2025 4:00:00,10.5,7/8/2025 4:00:00,18.5,7/8/2025 4:02:25,9.02
7/8/2025 5:00:00,10.3,7/8/2025 5:00:00,20.0,7/8/2025 5:04:25,8.59
7/8/2025 6:00:00,10.6,7/8/2025 6:00:00,22.5,7/8/2025 6:02:26,9.50
7/8/2025 7:00:00,11.3,7/8/2025 7:00:00,24.3,7/8/2025 7:02:27,10.09
7/8/2025 8:00:00,11.9,7/8/2025 8:00:00,25.5,7/8/2025 8:02:27,10.81
7/8/2025 9:00:00,12.9,7/8/2025 9:00:00,28.8,7/8/2025 9:02:28,12.03
7/8/2025 10:00:00,13.2,7/8/2025 10:00:00,30.0,7/8/2025 10:02:28,12.91
7/8/2025 11:00:00,13.6,7/8/2025 11:00:00,31.3,7/8/2025 11:02:29,13.71
7/8/2025 12:00:00,13.2,7/8/2025 12:00:00,31.8,7/8/2025 12:02:30,14.68
7/8/2025 13:00:00,13.3,7/8/2025 13:00:00,31.8,7/8/2025 13:04:30,15.93
7/8/2025 14:00:00,13.2,7/8/2025 14:00:00,29.5,7/8/2025 14:02:31,15.98
7/8/2025 15:00:00,13.4,7/8/2025 15:00:00,29.0,7/8/2025 15:02:31,16.12
7/8/2025 16:00:00,13.1,7/8/2025 16:00:00,27.5,7/8/2025 16:00:33,15.61
7/8/2025 17:00:00,12.9,7/8/2025 17:00:00,25.5,7/8/2025 17:02:33,14.59
7/8/2025 18:00:00,12.8,7/8/2025 18:00:00,25.3,7/8/2025 18:02:34,14.16
7/8/2025 19:00:00,15.9,7/8/2025 19:00:00,25.8,7/8/2025 19:02:35,14.79
7/8/2025 20:00:00,19.5,7/8/2025 20:00:00,27.3,7/8/2025 20:02:36,15.18
7/8/2025 21:00:00,20.1,7/8/2025 21:00:00,26.3,7/8/2025 21:02:36,14.90
7/8/2025 22:00:00,20,7/8/2025 22:00:00,26.8,7/8/2025 22:02:37,14.85
7/8/2025 23:00:00,16,7/8/2025 23:00:00,24.3,7/8/2025 23:00:38,11.33
7/9/2025 0:00:00,13.6,7/9/2025 0:00:00,18.3,7/9/2025 0:02:38,8.75
7/9/2025 1:00:00,8.3,7/9/2025 1:00:00,9.8,7/9/2025 1:02:39,3.27
7/9/2025 2:00:00,11,7/9/2025 2:00:00,14.8,7/9/2025 2:02:40,6.01
7/9/2025 3:00:00,11.1,7/9/2025 3:00:00,15.5,7/9/2025 3:02:40,5.85
7/9/2025 4:00:00,11.2,7/9/2025 4:00:00,15.3,7/9/2025 4:02:41,5.99
7/9/2025 5:00:00,6.3,7/9/2025 5:00:00,9.8,7/9/2025 5:00:00,
7/9/2025 6:00:00,4.8,7/9/2025 6:00:00,6.0,7/9/2025 6:00:48,1.24
7/9/2025 7:00:00,5.1,7/9/2025 7:00:00,5.8,7/9/2025 7:00:00,
7/9/2025 8:00:00,6.3,7/9/2025 8:00:00,10.5,7/9/2025 8:03:02,3.67
7/9/2025 9:00:00,6.1,7/9/2025 9:00:00,9.5,7/9/2025 9:02:53,3.10
7/9/2025 10:00:00,5.7,7/9/2025 10:00:00,8.8,7/9/2025 10:00:59,2.56
7/9/2025 11:00:00,6.1,7/9/2025 11:00:00,8.5,7/9/2025 11:00:59,2.89
7/9/2025 12:00:00,7.3,7/9/2025 12:00:00,13.0,7/9/2025 12:00:59,4.90
7/9/2025 13:00:00,8.2,7/9/2025 13:00:00,18.0,7/9/2025 13:01:00,7.22
7/9/2025 14:00:00,9.7,7/9/2025 14:00:00,22.3,7/9/2025 14:01:01,11.14
7/9/2025 15:00:00,10.1,7/9/2025 15:00:00,26.0,7/9/2025 15:01:04,13.07
7/9/2025 16:00:00,10.9,7/9/2025 16:00:00,28.3,7/9/2025 16:01:04,14.54
7/9/2025 17:00:00,10.6,7/9/2025 17:00:00,29.0,7/9/2025 17:01:05,14.91
7/9/2025 18:00:00,11.2,7/9/2025 18:00:00,29.3,7/9/2025 18:01:06,15.26
7/9/2025 19:00:00,12.4,7/9/2025 19:00:00,30.8,7/9/2025 19:01:06,16.13
7/9/2025 20:00:00,12.1,7/9/2025 20:00:00,30.5,7/9/2025 20:01:07,16.36
7/9/2025 21:00:00,11.4,7/9/2025 21:00:00,31.0,7/9/2025 21:01:07,15.36
7/9/2025 22:00:00,10.4,7/9/2025 22:00:00,30.8,7/9/2025 22:01:08,13.72
7/9/2025 23:00:00,5.1,7/9/2025 23:00:00,9.8,7/9/2025 23:01:08,1.87
7/10/2025 0:00:00,4.5,7/10/2025 0:00:00,5.0,7/10/2025 0:05:28,1.06
7/10/2025 1:00:00,4.7,7/10/2025 1:00:00,6.0,7/10/2025 1:01:13,1.56
7/10/2025 2:00:00,3.8,7/10/2025 2:00:00,4.3,7/10/2025 2:01:13,-0.25
7/10/2025 3:00:00,3.3,7/10/2025 3:00:00,2.0,7/10/2025 3:01:14,-1.16
7/10/2025 4:00:00,3.6,7/10/2025 4:00:00,2.8,7/10/2025 4:00:00,
7/10/2025 5:00:00,3.8,7/10/2025 5:00:00,3.8,7/10/2025 5:01:27,0.01
7/10/2025 6:00:00,3.9,7/10/2025 6:00:00,4.0,7/10/2025 6:01:28,0.37
7/10/2025 7:00:00,4.3,7/10/2025 7:00:00,4.8,7/10/2025 7:01:28,0.66
7/10/2025 8:00:00,4.2,7/10/2025 8:00:00,5.0,7/10/2025 8:01:29,0.66
7/10/2025 9:00:00,4.4,7/10/2025 9:00:00,5.3,7/10/2025 9:01:29,0.95
7/10/2025 10:00:00,4.5,7/10/2025 10:00:00,5.8,7/10/2025 10:01:30,0.98
7/10/2025 11:00:00,4.7,7/10/2025 11:00:00,6.0,7/10/2025 11:01:31,1.43
7/10/2025 12:00:00,5.2,7/10/2025 12:00:00,7.3,7/10/2025 12:01:31,1.86
7/10/2025 13:00:00,5.2,7/10/2025 13:00:00,6.8,7/10/2025 13:01:32,1.61
7/10/2025 14:00:00,5.3,7/10/2025 14:00:00,8.3,7/10/2025 14:01:32,2.24
7/10/2025 15:00:00,,7/10/2025 15:00:00,8.5,7/10/2025 15:01:33,3.38
7/10/2025 16:00:00,,7/10/2025 16:00:00,8.3,7/10/2025 16:01:34,4.19
7/10/2025 17:00:00,,7/10/2025 17:00:00,8.5,7/10/2025 17:01:34,4.54
7/10/2025 18:00:00,,7/10/2025 18:00:00,9.8,7/10/2025 18:01:35,5.21
7/10/2025 19:00:00,,7/10/2025 19:00:00,10.3,7/10/2025 19:01:35,6.05
7/10/2025 20:00:00,,7/10/2025 20:00:00,9.8,7/10/2025 20:01:36,6.29
7/10/2025 21:00:00,,7/10/2025 21:00:00,10.0,7/10/2025 21:01:37,6.54
7/10/2025 22:00:00,,7/10/2025 22:00:00,9.8,7/10/2025 22:01:37,6.53
7/10/2025 23:00:00,,7/10/2025 23:00:00,10.3,7/10/2025 23:01:38,5.69
7/11/2025 0:00:00,,7/11/2025 0:00:00,11.8,7/11/2025 0:01:38,4.91
7/11/2025 1:00:00,,7/11/2025 1:00:00,12.0,7/11/2025 1:01:39,4.84
7/11/2025 2:00:00,,7/11/2025 2:00:00,13.8,7/11/2025 2:01:39,5.58
7/11/2025 3:00:00,,7/11/2025 3:00:00,15.3,7/11/2025 3:01:40,6.45
7/11/2025 4:00:00,,7/11/2025 4:00:00,16.0,7/11/2025 4:01:40,6.62
7/11/2025 5:00:00,,7/11/2025 5:00:00,17.0,7/11/2025 5:01:41,6.77
7/11/2025 6:00:00,,7/11/2025 6:00:00,14.8,7/11/2025 6:01:42,5.81
7/11/2025 7:00:00,,7/11/2025 7:00:00,13.0,7/11/2025 7:01:42,5.46
7/11/2025 8:00:00,,7/11/2025 8:00:00,13.8,7/11/2025 8:01:43,5.34
7/11/2025 9:00:00,,7/11/2025 9:00:00,13.0,7/11/2025 9:01:43,4.81
7/11/2025 10:00:00,,7/11/2025 10:00:00,12.8,7/11/2025 10:01:44,4.68
7/11/2025 11:00:00,,7/11/2025 11:00:00,12.8,7/11/2025 11:01:44,4.71
7/11/2025 12:00:00,,7/11/2025 12:00:00,12.8,7/11/2025 12:01:45,5.61
7/11/2025 13:00:00,,7/11/2025 13:00:00,13.5,7/11/2025 13:01:46,7.21
7/11/2025 14:00:00,,7/11/2025 14:00:00,12.5,7/11/2025 14:01:46,7.79
7/11/2025 15:00:00,7.2,7/11/2025 15:00:00,12.0,7/11/2025 15:01:47,8.14
7/11/2025 16:00:00,7.1,7/11/2025 16:00:00,11.0,7/11/2025 16:01:47,7.92
7/11/2025 17:00:00,7.2,7/11/2025 17:00:00,10.5,7/11/2025 17:01:48,7.94
7/11/2025 18:00:00,7.6,7/11/2025 18:00:00,10.0,7/11/2025 18:01:51,8.26
7/11/2025 19:00:00,7.8,7/11/2025 19:00:00,10.5,7/11/2025 19:01:49,8.35
7/11/2025 20:00:00,7.8,7/11/2025 20:00:00,11.0,7/11/2025 20:01:50,8.60
7/11/2025 21:00:00,7,7/11/2025 21:00:00,10.0,7/11/2025 21:01:50,7.90
7/11/2025 22:00:00,6.3,7/11/2025 22:00:00,9.8,7/11/2025 22:01:51,7.06
7/11/2025 23:00:00,6.6,7/11/2025 23:00:00,10.0,7/11/2025 23:01:51,6.84
7/12/2025 0:00:00,7.6,7/12/2025 0:00:00,10.8,7/12/2025 0:01:52,6.73
7/12/2025 1:00:00,8.3,7/12/2025 1:00:00,17.0,7/12/2025 1:01:52,7.34
7/12/2025 2:00:00,7.9,7/12/2025 2:00:00,16.8,7/12/2025 2:01:53,6.84
7/12/2025 3:00:00,7.9,7/12/2025 3:00:00,17.0,7/12/2025 3:01:54,6.80
7/12/2025 4:00:00,8.3,7/12/2025 4:00:00,18.0,7/12/2025 4:01:54,7.23
7/12/2025 5:00:00,8.6,7/12/2025 5:00:00,18.3,7/12/2025 5:01:55,7.70
7/12/2025 6:00:00,9,7/12/2025 6:00:00,19.0,7/12/2025 6:01:55,8.13
7/12/2025 7:00:00,9.3,7/12/2025 7:00:00,20.3,7/12/2025 7:01:56,8.84
7/12/2025 8:00:00,9.6,7/12/2025 8:00:00,21.5,7/12/2025 8:01:56,9.78
7/12/2025 9:00:00,9.8,7/12/2025 9:00:00,22.8,7/12/2025 9:01:57,10.28
7/12/2025 10:00:00,9.9,7/12/2025 10:00:00,23.3,7/12/2025 10:01:58,10.24
7/12/2025 11:00:00,9.7,7/12/2025 11:00:00,26.5,7/12/2025 11:01:58,11.17
7/12/2025 12:00:00,9.2,7/12/2025 12:00:00,23.5,7/12/2025 12:01:59,10.62
7/12/2025 13:00:00,8.3,7/12/2025 13:00:00,21.3,7/12/2025 13:01:59,10.67
